Date,Open,High,Low,Close,Volume
2021-01-22,91.59436361064218,91.6685264536718,91.53530619436059,91.58117910521469,2196461508
2021-01-23,91.58136464875133,91.58841530314385,91.5462969203254,91.55654547214363,1287925958
2021-01-24,91.55654547214363,91.67969180884756,91.53365813118216,91.5708323244653,1335242694
2021-01-25,91.57431399435882,91.6046121624604,91.54821784164598,91.56002714203714,1637162641
2021-01-26,91.56002714203714,91.62146388131805,91.54821784164598,91.56240646503647,1584592377
2021-01-27,91.56240646503647,91.72830421544859,91.49685502497233,91.55764781903781,1674268317
2021-01-28,91.55637084293267,91.57989121478387,91.48797622102757,91.51736304293445,1532598984
2021-01-29,91.45583898904805,91.63272746542498,91.41601261462345,91.55334211755508,2410429032
2021-01-30,91.54986590482439,91.58887370482262,91.53054754836194,91.5583790788587,1443344471
2021-01-31,91.55233799959204,91.5772390336424,91.5177286728449,91.55243077136036,1245897595
2021-02-01,91.56250469396765,91.57302610392799,91.48101288124053,91.55105556632408,1456048772
2021-02-02,91.54556020334168,91.62319925910197,91.5017064427393,91.59454915417882,1750372396
2021-02-03,91.59454915417882,91.64270315910107,91.51470540463015,91.5331997295034,1827257483
2021-02-04,91.53704702930737,91.56415275714608,91.49209637897366,91.53228838330868,1864772386
2021-02-05,91.537232572844,91.61084424242655,91.40209139221223,91.55096279455576,1722650454
2021-02-06,91.55096279455576,91.59069639721201,91.51251162516745,91.55572689771725,1802646232
2021-02-07,91.55453723621758,91.56918426128685,91.52157597264886,91.54556020334168,1416867095
2021-02-08,91.54089432911131,91.5946364687843,91.39559191126682,91.53741265921781,1791932105
2021-02-09,91.53741265921781,91.75815489619708,91.48962428420599,91.55966696928954,1689656162
2021-02-10,91.55966696928954,91.77106654348243,91.51241885339913,91.55756050443233,2156624147
2021-02-11,91.56094394539468,91.64224475742232,91.50527542723832,91.54171836070054,2045704986
2021-02-12,91.54300079396853,91.59106748428532,91.5022576161864,91.53988475398548,2186409043
2021-02-13,91.53988475398548,91.56927157589234,91.51882556257624,91.54327365211066,2279143401
2021-02-14,91.54318088034233,91.60763543067515,91.52633461864752,91.55829176425323,1913316177
2021-02-15,91.5583790788587,91.66458638209951,91.5268857920946,91.55956874035837,2214311704
2021-02-16,91.55956874035837,91.58063338893042,91.53933903770123,91.56643385121423,2062438717
2021-02-17,91.56121680353681,91.65158742020866,91.52752428014719,91.54144004539556,2132590491
2021-02-18,91.53769097452277,91.58337288467737,91.53759820275445,91.56021268557379,2094266690
2021-02-19,91.56580082032451,91.61395482524676,91.53494056445015,91.56067108725254,2321201287
2021-02-20,91.56067108725254,91.56972997757111,91.515714979756,91.54244962052145,2471881936
2021-02-21,91.5426351640581,91.57943281310509,91.53109872180904,91.55096279455576,1945631587
2021-02-22,91.55023153473485,91.73151302719997,91.38973637553681,91.56277755210976,3584165265
2021-02-23,91.55792067717994,91.71182358366423,91.52468655546909,91.57623491567938,4522385569
2021-02-24,91.55773513364329,91.86436219943789,91.53988475398548,91.57696617550027,2427751206
2021-02-25,91.57613668674821,91.62100547963928,91.55224522782372,91.56259200857313,2301651550
2021-02-26,91.57000283571324,91.59939511478296,91.52935788686226,91.55471732259139,2459413406
2021-02-27,91.55352766109172,91.57467416710642,91.53677417116525,91.55883748053748,1776838289
2021-02-28,91.56469847343033,91.64819306492063,91.55068993641362,91.58310002653525,2268777551
2021-03-01,91.58034961646263,91.61111710056866,91.52166874441718,91.5337509029505,1740798094
2021-03-02,91.53476047807635,91.59555327214184,91.52010799584424,91.56313772485737,1949254169
2021-03-03,91.56313772485737,91.60901063571144,91.53951912407503,91.55618529939602,1905564606
2021-03-04,91.55618529939602,91.59271554746374,91.5462969203254,91.57091963907078,1665593866
2021-03-05,91.57091963907078,91.66550318545706,91.55883748053748,91.58136464875133,1973917285
2021-03-06,91.6003119181405,91.64535534024253,91.50573382891709,91.54510725882575,1275477009
2021-03-07,91.54510725882575,91.59033622446441,91.53137157995117,91.55544858241227,1215837774
2021-03-08,91.55169405437664,91.69571403895316,91.54583851864663,91.55453723621758,1441044445
2021-03-09,91.55453723621758,91.81794357229955,91.5521524560554,91.56277755210976,1683029544
2021-03-10,91.5687258596081,91.64205921388566,91.54858347155641,91.56075840185802,1751024086
2021-03-11,91.55637084293267,91.62960596827907,91.53823669080701,91.56780905625055,1487841641
2021-03-12,91.56899871775022,91.63675485160275,91.53713980107568,91.57193467135947,1612404621
2021-03-13,91.57193467135947,91.62100547963928,91.54482894352077,91.5772390336424,2044348842
2021-03-14,91.56780905625055,91.57577651400061,91.53832946257533,91.55581421232273,1544999695
2021-03-15,91.54940750314562,91.63821737124454,91.49163797729489,91.5636943554673,1927366887
2021-03-16,91.5636943554673,91.58923387757021,91.5148909481668,91.55544858241227,1868824949
2021-03-17,91.55544858241227,91.74799365898434,91.4338629942813,91.4554733591376,1782793504
2021-03-18,91.45135320119154,91.68884892809729,91.4367007189594,91.64700340342097,1525693757
2021-03-19,91.64324887538532,91.92057097671568,91.58557757846575,91.77920863044346,1472879184
2021-03-20,91.77893577230135,91.91545215796941,91.6752933355965,91.75293784851965,1191670789
2021-03-21,91.7474479427001,91.79147633251341,91.49017000049024,91.64407836413739,1265098606
2021-03-22,91.6465450017422,91.9212149219311,91.47259247897453,91.67593728081192,1380781628
2021-03-23,91.67914609256333,91.7414014062706,91.57852692407323,91.62960596827907,1511795325
2021-03-24,91.6418845846747,91.76777041712558,91.54327365211066,91.69827890548913,1916803425
2021-03-25,91.69250522720176,91.69690370045282,91.56753619810843,91.63199620560408,1646557726
2021-03-26,91.62603698378007,91.75559002966111,91.49529973356219,91.62933311013694,1591672366
2021-03-27,91.62017599088722,91.71292593055841,91.5337509029505,91.58108087628352,1340283946
2021-03-28,91.58199767964106,91.78846397862435,91.55664370107479,91.62851453571056,1294220918
2021-03-29,91.6294313390681,91.63455015781437,91.49749351302489,91.55819353532206,1535871374
2021-03-30,91.55865193700083,91.6426158444956,91.4933733550788,91.6070897143909,1506313602
2021-03-31,91.60984012446352,91.73124016905784,91.48101288124053,91.51983513770212,1589845937
2021-04-01,91.52770982368384,91.66815536659851,91.5022576161864,91.63556519010308,1515653266
2021-04-02,91.62045976335503,91.73773419284043,91.46224569822516,91.58804421607056,1645041684
2021-04-03,91.58282716839312,91.81821643044168,91.38204177592887,91.81153686312246,1521294666
2021-04-04,91.80530478315632,92.57209073415652,91.640869552386,91.82672960447599,1205342903
2021-04-05,91.83597403833119,91.95371778382105,91.54043592743255,91.56011445664262,1398732746
2021-04-06,91.56909694668138,91.7293192477373,91.50866432536351,91.68628406156131,1519196566
2021-04-07,91.69058430588122,91.78863860783531,91.62906025199482,91.76080707733854,1821911304
2021-04-08,91.76914562216189,91.77609804762324,91.55710210275356,91.57797029346328,1443171575
2021-04-09,91.57458685250094,91.70935694605942,91.57458685250094,91.69269077073841,1140401440
2021-04-10,91.69433883391685,91.78470945058871,91.39568468303513,91.61011298260564,1642749490
2021-04-11,91.61038584074777,91.83955393715587,91.51736304293445,91.81876214672593,1336026255
2021-04-12,91.80841536597654,91.80841536597654,91.5415328171639,91.58996513739112,1582588399
2021-04-13,91.59015068092776,91.66120294113716,91.4805599367246,91.50619223059584,1943769751
2021-04-14,91.50308164777562,91.79889807397922,91.48806353563305,91.68747372306098,2400110758
2021-04-15,91.69049699127574,91.83534100744146,91.55261085773417,91.58585043660787,1888693157
2021-04-16,91.57696617550027,91.79413942798055,91.50262324609686,91.65057238791996,2557259201
2021-04-17,91.65075793145662,92.53793980908814,91.44329297167316,92.51697338944723,2143517952
2021-04-18,92.5239258149086,93.98488470812663,91.53769097452277,91.56469847343033,3829528301
2021-04-19,91.56899871775022,91.57431399435882,91.53769097452277,91.55297648764463,2323105009
2021-04-20,91.56653208014541,91.57431399435882,91.53769097452277,91.56094394539468,2318491536
2021-04-21,91.56955534836015,91.57431399435882,91.53769097452277,91.56826745792932,2311278586
2021-04-22,91.53823669080701,91.57431399435882,91.53769097452277,91.55856462239535,3112810473
2021-04-23,91.57046123739201,91.57421576542767,91.53769097452277,91.5539860627705,3676677427
2021-04-24,91.55316203118127,91.57431399435882,91.53769097452277,91.5619480633577,1788061914
2021-04-25,91.57183644242832,91.57431399435882,91.53769097452277,91.57239307303826,1642128335
2021-04-26,91.57037392278653,91.57431399435882,91.53777828912825,91.55481009435971,2285611608
2021-04-27,91.5583790788587,91.57431399435882,91.53769097452277,91.5493147313773,2024246696
2021-04-28,91.55261085773417,91.57431399435882,91.53769097452277,91.57421576542767,2010047371
2021-04-29,91.56313772485737,91.57431399435882,91.53769097452277,91.56918426128685,1840352705
2021-04-30,91.55773513364329,91.57421576542767,91.53769097452277,91.53988475398548,1906112907
2021-05-01,91.53832946257533,91.57431399435882,91.53777828912825,91.5701010646444,1867976129
2021-05-02,91.56616099307212,91.57431399435882,91.53777828912825,91.5513284244662,1366986801
2021-05-03,91.55380051923386,91.57431399435882,91.53769097452277,91.56551704785672,2684327606
2021-05-04,91.56863854500261,91.57431399435882,91.53777828912825,91.57385559268005,3275014762
2021-05-05,91.5504170782715,91.57431399435882,91.53769097452277,91.56680493828753,2783594521
2021-05-06,91.53924626593289,91.57431399435882,91.53769097452277,91.56103126000016,2220457984
2021-05-07,91.56039822911043,91.57431399435882,91.53769097452277,91.56305041025189,2266049147
2021-05-08,91.5580189061111,91.57431399435882,91.53769097452277,91.5591103386796,2317458254
2021-05-09,91.53970466761167,91.57431399435882,91.53777828912825,91.56075840185802,2704843631
2021-05-10,91.55023153473485,91.57431399435882,91.53769097452277,91.55756050443233,3173361075
2021-05-11,91.54098710087963,91.57431399435882,91.53769097452277,91.57129072614407,2566367931
2021-05-12,91.54995867659272,91.57431399435882,91.53769097452277,91.56488401696697,3183988042
2021-05-13,91.53832946257533,91.57431399435882,91.53769097452277,91.53988475398548,4460022465
2021-05-14,91.54538011696788,91.57421576542767,91.53769097452277,91.55251808596584,3146472043
2021-05-15,91.55169405437664,91.57431399435882,91.53769097452277,91.56424007175156,3328173098
2021-05-16,91.5413527307901,91.57431399435882,91.53769097452277,91.57018837924988,3772657577
2021-05-17,91.5428152504319,91.57431399435882,91.53769097452277,91.5651568751091,4135608294
2021-05-18,91.57064678092866,91.66293831892108,91.51672455488189,91.55764781903781,3070777038
2021-05-19,91.55948142575289,91.72299985316567,91.3779216179828,91.54922195960899,8053431253
2021-05-20,91.54226407698481,91.65029952977784,91.52642739041585,91.54501448705743,5382601764
2021-05-21,91.54391214016321,91.71768457655708,91.52376975211153,91.59417806710553,4613942917
2021-05-22,91.61157550224743,91.65378119967136,91.54574574687831,91.62988974074688,3335609643
2021-05-23,91.62576412563794,91.71008820588031,91.55637084293267,91.5946364687843,5171953965
2021-05-24,91.59830368221446,91.62063439256598,91.5309131782724,91.58228145210889,4286226504
2021-05-25,91.58566489307123,91.61733826620912,91.53549173789723,91.54959304668226,3043007002
2021-05-26,91.54839792801978,91.63886131645995,91.52945065863058,91.59426538171101,2604239878
