Date,Open,High,Low,Close,Volume
2021-01-22,273.74510571630526,320.18468835995736,232.64251918936498,306.3673485006002,63361382
2021-01-23,305.89178950185305,329.3545773707301,303.5779087993288,320.82247789568646,27904470
2021-01-24,321.0969731866644,347.2764022044939,319.4841196228881,332.75214147051884,32747555
2021-01-25,332.7735553775129,363.8762184253355,315.988130134072,338.7554571703004,80055958
2021-01-26,338.6618995705285,375.0972584907431,337.1670516960584,370.5591691855225,78823456
2021-01-27,370.67638904337946,370.67638904337946,323.33934322730056,337.8953864776704,35195110
2021-01-28,337.5092812922376,361.050259390322,330.5062570170121,349.93362576441723,31410527
2021-01-29,353.55091706889647,356.39106472730055,333.20761811000557,351.0875974190931,44053151
2021-01-30,351.3628130555662,394.78726957143226,345.5418757379812,386.75781845148595,53378198
2021-01-31,387.9515400803066,438.2795040498022,381.8341041911626,390.4079618762771,78376267
2021-02-01,390.14309302055335,422.21981597846025,377.0509664456622,422.21981597846025,39361629
2021-02-02,422.415662638552,494.7358618914295,410.1817949782271,482.2719639029674,98755962
2021-02-03,480.3569799755787,529.2651648026658,464.43961471116927,523.3331851355615,49386327
2021-02-04,524.7759280192113,597.9532510967838,513.0098920150485,588.3448026513361,108249482
2021-02-05,589.196731257005,652.5303366846638,588.3797721508308,611.7515345434949,92892157
2021-02-06,612.262543272067,622.5012285398698,523.1352429249382,559.4810388885817,102365494
2021-02-07,560.1070846098737,629.1283197812008,528.1491968300252,613.4675721422973,105451103
2021-02-08,613.6492301789986,737.5689996582805,594.1002758434624,721.7588567294006,155254261
2021-02-09,720.5269349606824,775.2764232370828,693.0986233120202,715.6742947892199,121037873
2021-02-10,715.8353465790278,830.6513460325368,697.0933538273384,830.6156343588955,120679902
2021-02-11,831.3611264604842,888.7344186315604,802.1510729723959,843.7207708100032,53600048
2021-02-12,843.6693425073753,908.6431091416744,831.2380128667573,846.6194410827302,91484664
2021-02-13,845.6142753444437,869.6939845583402,794.9815834018227,799.5086710667529,91417968
